states_name,period_of_kind_loan,amount_outstanding_as_of_survey_date,source_of_kind_loan_doctor lawyers and other professionals,source_of_kind_loan_input supplier,source_of_kind_loan_other,source_of_kind_loan_relatives & friends
Uttar Pradesh,,160000,0,0,0,0
Uttar Pradesh,2.0,780,0,1,0,0
Uttar Pradesh,,780,0,0,0,0
Uttar Pradesh,1.0,625,0,1,0,0
Uttar Pradesh,,625,0,0,0,0
Uttar Pradesh,2.0,560,0,1,0,0
Uttar Pradesh,,560,0,0,0,0
Uttar Pradesh,2.0,935,0,1,0,0
Uttar Pradesh,,935,0,0,0,0
Uttar Pradesh,2.0,650,0,1,0,0
Uttar Pradesh,,650,0,0,0,0
Uttar Pradesh,5.0,48950,0,0,1,0
Uttar Pradesh,,48950,0,0,0,0
Uttar Pradesh,5.0,48000,0,0,1,0
Uttar Pradesh,,48000,0,0,0,0
Uttar Pradesh,5.0,48000,0,0,1,0
Uttar Pradesh,,48000,0,0,0,0
Uttar Pradesh,5.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,5.0,49000,0,0,1,0
Uttar Pradesh,,49000,0,0,0,0
Uttar Pradesh,5.0,30000,0,0,1,0
Uttar Pradesh,,30000,0,0,0,0
Uttar Pradesh,5.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,5.0,48500,0,0,1,0
Uttar Pradesh,,48500,0,0,0,0
Uttar Pradesh,5.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,5.0,50000,0,0,1,0
Uttar Pradesh,,50000,0,0,0,0
Uttar Pradesh,5.0,18000,0,1,0,0
Uttar Pradesh,,18000,0,0,0,0
Uttar Pradesh,5.0,30000,0,1,0,0
Uttar Pradesh,,30000,0,0,0,0
Uttar Pradesh,5.0,14400,0,1,0,0
Uttar Pradesh,,14400,0,0,0,0
Uttar Pradesh,5.0,15000,0,1,0,0
Uttar Pradesh,,15000,0,0,0,0
Uttar Pradesh,1.0,2200,0,1,0,0
Uttar Pradesh,,2200,0,0,0,0
Uttar Pradesh,1.0,2500,0,1,0,0
Uttar Pradesh,,2500,0,0,0,0
Uttar Pradesh,1.0,55000,0,1,0,0
Uttar Pradesh,,55000,0,0,0,0
Uttar Pradesh,2.0,4000,0,1,0,0
Uttar Pradesh,,4000,0,0,0,0
Uttar Pradesh,2.0,30000,0,1,0,0
Uttar Pradesh,,30000,0,0,0,0
Uttar Pradesh,5.0,23728,0,1,0,0
Uttar Pradesh,,23728,0,0,0,0
Uttar Pradesh,2.0,28000,0,1,0,0
Uttar Pradesh,,28000,0,0,0,0
Uttar Pradesh,3.0,3000,0,1,0,0
Uttar Pradesh,,3000,0,0,0,0
Uttar Pradesh,2.0,1200,0,0,1,0
Uttar Pradesh,,1200,0,0,0,0
Uttar Pradesh,3.0,800,0,0,1,0
Uttar Pradesh,,800,0,0,0,0
Bihar,1.0,3000,0,1,0,0
Bihar,,3000,0,0,0,0
Bihar,1.0,3000,0,0,0,1
Bihar,,3000,0,0,0,0
Bihar,1.0,3000,0,1,0,0
Bihar,,3000,0,0,0,0
Bihar,1.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,2.0,2000,0,0,0,1
Bihar,,2000,0,0,0,0
Bihar,2.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,2.0,3000,0,0,0,1
Bihar,,3000,0,0,0,0
Bihar,2.0,5000,0,1,0,0
Bihar,,5000,0,0,0,0
Bihar,2.0,12000,0,0,1,0
Bihar,,12000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,1.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,1.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,1.0,4000,0,0,0,1
Bihar,,4000,0,0,0,0
Bihar,2.0,6000,0,0,0,1
Bihar,,6000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,2.0,2500,0,0,0,1
Bihar,,2500,0,0,0,0
Bihar,1.0,1500,0,1,0,0
Bihar,,1500,0,0,0,0
Bihar,2.0,500,0,1,0,0
Bihar,,500,0,0,0,0
Bihar,2.0,6000,0,0,0,1
Bihar,,6000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,2.0,10000,0,0,0,1
Bihar,,10000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,2.0,4000,0,0,0,1
Bihar,,4000,0,0,0,0
Bihar,2.0,5000,0,0,0,1
Bihar,,5000,0,0,0,0
Bihar,1.0,55000,0,1,0,0
Bihar,,55000,0,0,0,0
Bihar,1.0,30000,0,1,0,0
Bihar,,30000,0,0,0,0
Bihar,1.0,12000,0,1,0,0
Bihar,,12000,0,0,0,0
Bihar,1.0,15000,0,1,0,0
Bihar,,15000,0,0,0,0
Bihar,1.0,6000,0,1,0,0
Bihar,,6000,0,0,0,0
Bihar,2.0,600,0,0,0,1
Bihar,,600,0,0,0,0
Bihar,2.0,400,0,0,0,1
Bihar,,400,0,0,0,0
Bihar,2.0,700,0,0,0,1
Bihar,,700,0,0,0,0
Bihar,2.0,500,0,0,1,0
Bihar,,500,0,0,0,0
Bihar,1.0,800,0,0,0,1
Bihar,,800,0,0,0,0
Bihar,3.0,350,0,0,0,1
Bihar,,350,0,0,0,0
Bihar,3.0,300,0,0,0,1
Bihar,,300,0,0,0,0
Bihar,1.0,3000,0,0,1,0
Bihar,,3000,0,0,0,0
Bihar,3.0,1200,0,1,0,0
Bihar,,1200,0,0,0,0
Bihar,3.0,1800,1,0,0,0
Bihar,,1800,0,0,0,0
Bihar,2.0,23500,0,0,1,0
Bihar,,23500,0,0,0,0
Bihar,2.0,850,0,0,1,0
Bihar,,850,0,0,0,0
Bihar,1.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,1.0,15000,0,1,0,0
Bihar,,15000,0,0,0,0
Bihar,2.0,1200,0,1,0,0
Bihar,,1200,0,0,0,0
Bihar,2.0,2500,0,1,0,0
Bihar,,2500,0,0,0,0
Bihar,2.0,1850,0,1,0,0
Bihar,,1850,0,0,0,0
Bihar,1.0,1200,0,0,1,0
Bihar,,1200,0,0,0,0
Bihar,2.0,2000,0,0,1,0
Bihar,,2000,0,0,0,0
Bihar,2.0,400,0,1,0,0
Bihar,,400,0,0,0,0
Bihar,2.0,1000,0,0,0,1
Bihar,,1000,0,0,0,0
Bihar,2.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,2.0,2000,0,0,0,1
Bihar,,2000,0,0,0,0
Bihar,2.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,2.0,150,1,0,0,0
Bihar,,150,0,0,0,0
Bihar,2.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,5.0,30000,0,1,0,0
Bihar,,30000,0,0,0,0
Bihar,5.0,100000,0,1,0,0
Bihar,,100000,0,0,0,0
Bihar,2.0,200000,0,1,0,0
Bihar,,200000,0,0,0,0
Bihar,3.0,35000,0,1,0,0
Bihar,,35000,0,0,0,0
Bihar,1.0,10000,0,1,0,0
Bihar,,10000,0,0,0,0
Bihar,2.0,2100,0,1,0,0
Bihar,,2100,0,0,0,0
Bihar,2.0,2000,0,1,0,0
Bihar,,2000,0,0,0,0
Bihar,1.0,600,0,1,0,0
Bihar,,600,0,0,0,0
Bihar,2.0,1500,0,1,0,0
Bihar,,1500,0,0,0,0
Bihar,2.0,12000,0,0,1,0
Bihar,,12000,0,0,0,0
Bihar,2.0,8700,0,0,1,0
Bihar,,8700,0,0,0,0
Bihar,2.0,7000,0,0,1,0
Bihar,,7000,0,0,0,0
Bihar,2.0,16000,0,0,1,0
Bihar,,16000,0,0,0,0
Bihar,2.0,2500,0,0,1,0
Bihar,,2500,0,0,0,0
Bihar,2.0,12000,0,0,1,0
Bihar,,12000,0,0,0,0
Bihar,1.0,25000,0,0,1,0
Bihar,,25000,0,0,0,0
Bihar,2.0,13000,0,0,1,0
Bihar,,13000,0,0,0,0
Bihar,2.0,3400,0,0,1,0
Bihar,,3400,0,0,0,0
Bihar,2.0,24000,0,1,0,0
Bihar,,24000,0,0,0,0
Bihar,2.0,14000,0,0,1,0
Bihar,,14000,0,0,0,0
Bihar,2.0,700,0,0,1,0
Bihar,,700,0,0,0,0
Bihar,2.0,700,0,0,0,1
Bihar,,700,0,0,0,0
Bihar,2.0,700,0,0,0,1
Bihar,,700,0,0,0,0
Bihar,2.0,25900,0,1,0,0
Bihar,,25900,0,0,0,0
Bihar,2.0,1236,0,0,1,0
Bihar,,1236,0,0,0,0
Bihar,2.0,1350,0,0,1,0
Bihar,,1350,0,0,0,0
Bihar,1.0,1250,0,0,0,1
Bihar,,1250,0,0,0,0
Bihar,1.0,3140,0,0,1,0
Bihar,,3140,0,0,0,0
Bihar,2.0,1230,0,0,1,0
Bihar,,1230,0,0,0,0
Bihar,2.0,15000,0,0,1,0
Bihar,,15000,0,0,0,0
Bihar,2.0,6500,0,0,1,0
Bihar,,6500,0,0,0,0
Bihar,2.0,6500,0,0,1,0
Bihar,,6500,0,0,0,0
Bihar,2.0,6000,0,0,1,0
Bihar,,6000,0,0,0,0
Bihar,2.0,150000,0,1,0,0
Bihar,,150000,0,0,0,0
Sikkim,1.0,25000,0,1,0,0
Sikkim,,25000,0,0,0,0
Sikkim,3.0,15000,0,0,0,1
Sikkim,,15000,0,0,0,0
Sikkim,2.0,75000,0,1,0,0
Sikkim,,75000,0,0,0,0
Sikkim,5.0,100000,0,0,0,1
Sikkim,,100000,0,0,0,0
Arunachal Pradesh,3.0,20000,0,0,0,1
Arunachal Pradesh,,20000,0,0,0,0
Arunachal Pradesh,4.0,10000,0,0,0,1
Arunachal Pradesh,,10000,0,0,0,0
Arunachal Pradesh,1.0,2000,0,0,1,0
Arunachal Pradesh,,2000,0,0,0,0
Arunachal Pradesh,3.0,15000,0,0,0,1
Arunachal Pradesh,,15000,0,0,0,0
Arunachal Pradesh,5.0,10000,0,0,0,1
Arunachal Pradesh,,10000,0,0,0,0
Arunachal Pradesh,5.0,237200,0,0,1,0
Arunachal Pradesh,,237200,0,0,0,0
Arunachal Pradesh,5.0,250000,0,1,0,0
Arunachal Pradesh,,250000,0,0,0,0
Arunachal Pradesh,5.0,216000,0,1,0,0
Arunachal Pradesh,,216000,0,0,0,0
Arunachal Pradesh,4.0,18000,0,0,0,1
Arunachal Pradesh,,18000,0,0,0,0
Arunachal Pradesh,5.0,10000,0,0,0,1
Arunachal Pradesh,,10000,0,0,0,0
Arunachal Pradesh,5.0,184000,0,1,0,0
Arunachal Pradesh,,184000,0,0,0,0
Arunachal Pradesh,5.0,300000,0,1,0,0
Arunachal Pradesh,,300000,0,0,0,0
Arunachal Pradesh,5.0,50000,0,0,0,1
Arunachal Pradesh,,50000,0,0,0,0
Arunachal Pradesh,4.0,15000,0,0,0,1
Arunachal Pradesh,,15000,0,0,0,0
Arunachal Pradesh,4.0,20000,0,0,0,1
Arunachal Pradesh,,20000,0,0,0,0
Arunachal Pradesh,4.0,30000,0,0,1,0
Arunachal Pradesh,,30000,0,0,0,0
Arunachal Pradesh,4.0,150000,0,0,0,1
Arunachal Pradesh,,150000,0,0,0,0
Arunachal Pradesh,4.0,150000,0,0,1,0
Arunachal Pradesh,,150000,0,0,0,0
Nagaland,5.0,20000,0,0,0,1
Nagaland,,20000,0,0,0,0
Nagaland,5.0,50000,0,0,0,1
Nagaland,,50000,0,0,0,0
Manipur,2.0,1000,0,1,0,0
Manipur,2.0,1000,1,0,0,0
Manipur,,2000,0,0,0,0
Mizoram,1.0,1200,0,0,0,1
Mizoram,,1200,0,0,0,0
Mizoram,1.0,600,0,0,0,1
Mizoram,,600,0,0,0,0
Mizoram,1.0,800,0,0,0,1
Mizoram,,800,0,0,0,0
Mizoram,2.0,800,0,0,0,1
Mizoram,,800,0,0,0,0
Mizoram,1.0,600,0,0,0,1
Mizoram,,600,0,0,0,0
Mizoram,1.0,800,0,0,0,1
Mizoram,,800,0,0,0,0
Mizoram,2.0,4000,0,0,1,0
Mizoram,,4000,0,0,0,0
Mizoram,1.0,2500,0,0,1,0
Mizoram,,2500,0,0,0,0
Mizoram,1.0,3000,0,0,1,0
Mizoram,,3000,0,0,0,0
Mizoram,1.0,2000,0,0,1,0
Mizoram,,2000,0,0,0,0
Mizoram,1.0,2500,0,0,1,0
Mizoram,,2500,0,0,0,0
Mizoram,2.0,2000,0,0,0,1
Mizoram,,2000,0,0,0,0
Mizoram,2.0,2100,0,0,1,0
Mizoram,,2100,0,0,0,0
Mizoram,2.0,1400,0,0,1,0
Mizoram,,1400,0,0,0,0
Mizoram,2.0,1600,0,0,1,0
Mizoram,,1600,0,0,0,0
Mizoram,2.0,1100,0,0,1,0
Mizoram,,1100,0,0,0,0
Mizoram,2.0,1100,0,0,1,0
Mizoram,,1100,0,0,0,0
Mizoram,1.0,2000,0,0,1,0
Mizoram,,2000,0,0,0,0
Mizoram,2.0,2500,0,0,1,0
Mizoram,,2500,0,0,0,0
Mizoram,2.0,3000,0,0,1,0
Mizoram,,3000,0,0,0,0
Mizoram,2.0,2000,0,0,1,0
Mizoram,,2000,0,0,0,0
Mizoram,2.0,4000,0,0,0,1
Mizoram,,4000,0,0,0,0
Mizoram,2.0,1400,0,0,1,0
Mizoram,,1400,0,0,0,0
Mizoram,2.0,2300,0,0,1,0
Mizoram,,2300,0,0,0,0
Mizoram,2.0,2000,0,0,1,0
Mizoram,,2000,0,0,0,0
Mizoram,2.0,2400,1,0,0,0
Mizoram,,2400,0,0,0,0
Mizoram,2.0,3350,1,0,0,0
Mizoram,,3350,0,0,0,0
Mizoram,2.0,5990,1,0,0,0
Mizoram,,5990,0,0,0,0
Mizoram,2.0,3300,1,0,0,0
Mizoram,,3300,0,0,0,0
Mizoram,2.0,4220,1,0,0,0
Mizoram,,4220,0,0,0,0
Mizoram,2.0,4500,0,0,1,0
Mizoram,,4500,0,0,0,0
Mizoram,2.0,3500,0,0,1,0
Mizoram,,3500,0,0,0,0
Mizoram,1.0,300,0,0,1,0
Mizoram,,300,0,0,0,0
Mizoram,2.0,700,0,0,0,1
Mizoram,,700,0,0,0,0
Mizoram,2.0,600,0,0,0,1
Mizoram,,600,0,0,0,0
Mizoram,2.0,900,0,0,0,1
Mizoram,,900,0,0,0,0
Mizoram,1.0,600,0,0,0,1
Mizoram,,600,0,0,0,0
Mizoram,1.0,800,0,0,0,1
Mizoram,,800,0,0,0,0
Mizoram,1.0,500,0,0,0,1
Mizoram,,500,0,0,0,0
Mizoram,2.0,800,0,0,0,1
Mizoram,,800,0,0,0,0
Mizoram,3.0,4500,0,0,1,0
Mizoram,,4500,0,0,0,0
Mizoram,3.0,1500,0,0,0,1
Mizoram,,1500,0,0,0,0
Mizoram,1.0,300,0,0,1,0
Mizoram,,300,0,0,0,0
Mizoram,2.0,3500,1,0,0,0
Mizoram,,3500,0,0,0,0
Mizoram,2.0,3350,1,0,0,0
Mizoram,,3350,0,0,0,0
Mizoram,2.0,66500,0,1,0,0
Mizoram,,66500,0,0,0,0
Mizoram,3.0,25500,0,1,0,0
Mizoram,,25500,0,0,0,0
Mizoram,3.0,150000,0,1,0,0
Mizoram,,150000,0,0,0,0
Mizoram,2.0,3300,1,0,0,0
Mizoram,,3300,0,0,0,0
Mizoram,2.0,4850,1,0,0,0
Mizoram,,4850,0,0,0,0
Tripura,3.0,5000,0,1,0,0
Tripura,,5000,0,0,0,0
Tripura,2.0,1200,0,0,1,0
Tripura,,1200,0,0,0,0
Tripura,3.0,10000,0,0,1,0
Tripura,,10000,0,0,0,0
Tripura,2.0,2500,0,1,0,0
Tripura,,2500,0,0,0,0
Tripura,2.0,1500,0,1,0,0
Tripura,,1500,0,0,0,0
Tripura,2.0,1200,0,1,0,0
Tripura,,1200,0,0,0,0
Assam,2.0,12000,0,0,0,1
Assam,,12000,0,0,0,0
Assam,2.0,1400,0,0,0,1
Assam,,1400,0,0,0,0
Assam,2.0,750,0,1,0,0
Assam,,750,0,0,0,0
Assam,1.0,620,0,1,0,0
Assam,,620,0,0,0,0
Assam,5.0,22700,0,0,0,1
Assam,,22700,0,0,0,0
West Bengal,1.0,750,0,0,1,0
West Bengal,,750,0,0,0,0
West Bengal,2.0,2000,1,0,0,0
West Bengal,1.0,1500,0,0,1,0
West Bengal,1.0,500,0,1,0,0
West Bengal,,4000,0,0,0,0
West Bengal,1.0,1000,1,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,3000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,1.0,1000,1,0,0,0
West Bengal,,2000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,1.0,1000,1,0,0,0
West Bengal,,3000,0,0,0,0
West Bengal,2.0,4500,0,1,0,0
West Bengal,,4500,0,0,0,0
West Bengal,2.0,3000,0,1,0,0
West Bengal,2.0,2000,0,1,0,0
West Bengal,,5000,0,0,0,0
West Bengal,2.0,5000,0,1,0,0
West Bengal,,5000,0,0,0,0
West Bengal,2.0,19000,0,1,0,0
West Bengal,,19000,0,0,0,0
West Bengal,5.0,20000,0,1,0,0
West Bengal,,20000,0,0,0,0
West Bengal,2.0,31000,0,0,1,0
West Bengal,,31000,0,0,0,0
West Bengal,2.0,700,0,0,1,0
West Bengal,,700,0,0,0,0
West Bengal,4.0,80000,0,0,1,0
West Bengal,4.0,60000,0,0,1,0
West Bengal,4.0,25000,0,0,1,0
West Bengal,,165000,0,0,0,0
West Bengal,2.0,4500,0,1,0,0
West Bengal,,4500,0,0,0,0
West Bengal,2.0,670,0,0,1,0
West Bengal,,670,0,0,0,0
West Bengal,3.0,33200,0,1,0,0
West Bengal,3.0,24000,0,1,0,0
West Bengal,,57200,0,0,0,0
West Bengal,3.0,24000,0,1,0,0
West Bengal,,24000,0,0,0,0
West Bengal,2.0,1350,0,0,1,0
West Bengal,,1350,0,0,0,0
West Bengal,2.0,1700,1,0,0,0
West Bengal,,1700,0,0,0,0
West Bengal,4.0,35000,0,1,0,0
West Bengal,,35000,0,0,0,0
West Bengal,2.0,1500,0,0,0,1
West Bengal,,1500,0,0,0,0
West Bengal,3.0,350,0,0,1,0
West Bengal,,350,0,0,0,0
West Bengal,2.0,478,0,1,0,0
West Bengal,,478,0,0,0,0
West Bengal,2.0,3400,0,1,0,0
West Bengal,,3400,0,0,0,0
West Bengal,3.0,1200,1,0,0,0
West Bengal,,1200,0,0,0,0
West Bengal,2.0,2700,0,0,1,0
West Bengal,,2700,0,0,0,0
West Bengal,2.0,5200,0,0,1,0
West Bengal,,5200,0,0,0,0
West Bengal,5.0,10000,0,0,1,0
West Bengal,,10000,0,0,0,0
West Bengal,4.0,30000,0,1,0,0
West Bengal,,30000,0,0,0,0
West Bengal,3.0,650,0,0,1,0
West Bengal,,650,0,0,0,0
West Bengal,1.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,2.0,2100,0,0,1,0
West Bengal,,2100,0,0,0,0
West Bengal,2.0,1200,0,0,1,0
West Bengal,,1200,0,0,0,0
West Bengal,1.0,1500,0,0,1,0
West Bengal,,1500,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,1.0,50000,0,1,0,0
West Bengal,,50000,0,0,0,0
West Bengal,2.0,6000,0,1,0,0
West Bengal,,6000,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,2.0,5000,0,1,0,0
West Bengal,,5000,0,0,0,0
West Bengal,1.0,800,0,0,1,0
West Bengal,,800,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,3.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,5.0,2500,0,0,1,0
West Bengal,,2500,0,0,0,0
West Bengal,2.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,2.0,1200,0,0,1,0
West Bengal,,1200,0,0,0,0
West Bengal,2.0,4500,0,1,0,0
West Bengal,2.0,2700,0,1,0,0
West Bengal,,7200,0,0,0,0
West Bengal,2.0,3500,0,1,0,0
West Bengal,2.0,1600,0,1,0,0
West Bengal,,5100,0,0,0,0
West Bengal,2.0,3500,0,1,0,0
West Bengal,2.0,1600,0,1,0,0
West Bengal,,5100,0,0,0,0
West Bengal,2.0,1780,0,1,0,0
West Bengal,,1780,0,0,0,0
West Bengal,2.0,6500,0,1,0,0
West Bengal,,6500,0,0,0,0
West Bengal,2.0,1500,0,1,0,0
West Bengal,2.0,1000,0,1,0,0
West Bengal,,2500,0,0,0,0
West Bengal,2.0,1900,0,1,0,0
West Bengal,2.0,3700,0,1,0,0
West Bengal,,5600,0,0,0,0
West Bengal,2.0,750,0,1,0,0
West Bengal,2.0,630,0,1,0,0
West Bengal,,1380,0,0,0,0
West Bengal,2.0,800,0,1,0,0
West Bengal,2.0,630,0,1,0,0
West Bengal,,1430,0,0,0,0
West Bengal,4.0,2500,0,1,0,0
West Bengal,2.0,1800,0,1,0,0
West Bengal,,4300,0,0,0,0
West Bengal,2.0,1200,0,1,0,0
West Bengal,2.0,1500,0,1,0,0
West Bengal,,2700,0,0,0,0
West Bengal,5.0,72000,0,1,0,0
West Bengal,,72000,0,0,0,0
West Bengal,5.0,1500,0,1,0,0
West Bengal,,1500,0,0,0,0
West Bengal,2.0,700,0,1,0,0
West Bengal,,700,0,0,0,0
West Bengal,2.0,150,0,1,0,0
West Bengal,,150,0,0,0,0
West Bengal,4.0,550,0,0,1,0
West Bengal,,550,0,0,0,0
West Bengal,3.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,3.0,800,0,0,1,0
West Bengal,,800,0,0,0,0
West Bengal,3.0,750,0,0,1,0
West Bengal,,750,0,0,0,0
West Bengal,3.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,3.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,3.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,3.0,15000,0,1,0,0
West Bengal,,15000,0,0,0,0
West Bengal,3.0,5000,0,1,0,0
West Bengal,,5000,0,0,0,0
West Bengal,5.0,12000,0,0,0,1
West Bengal,5.0,6000,0,1,0,0
West Bengal,,18000,0,0,0,0
West Bengal,5.0,3000,0,1,0,0
West Bengal,5.0,10000,0,1,0,0
West Bengal,,13000,0,0,0,0
West Bengal,5.0,50000,1,0,0,0
West Bengal,,50000,0,0,0,0
West Bengal,5.0,10000,0,1,0,0
West Bengal,,10000,0,0,0,0
West Bengal,4.0,70000,0,1,0,0
West Bengal,4.0,50000,0,1,0,0
West Bengal,,120000,0,0,0,0
West Bengal,4.0,1500,0,1,0,0
West Bengal,,1500,0,0,0,0
West Bengal,1.0,400,0,1,0,0
West Bengal,,400,0,0,0,0
West Bengal,4.0,5000,0,1,0,0
West Bengal,,5000,0,0,0,0
West Bengal,1.0,450,0,1,0,0
West Bengal,,450,0,0,0,0
West Bengal,2.0,9000,0,0,1,0
West Bengal,,9000,0,0,0,0
West Bengal,2.0,4000,0,0,1,0
West Bengal,,4000,0,0,0,0
West Bengal,4.0,3500,0,0,1,0
West Bengal,,3500,0,0,0,0
West Bengal,5.0,30000,0,1,0,0
West Bengal,,30000,0,0,0,0
West Bengal,2.0,1500,0,0,1,0
West Bengal,,1500,0,0,0,0
West Bengal,2.0,2200,0,0,1,0
West Bengal,,2200,0,0,0,0
West Bengal,1.0,600,0,0,1,0
West Bengal,,600,0,0,0,0
West Bengal,1.0,1500,0,0,1,0
West Bengal,,1500,0,0,0,0
West Bengal,1.0,1800,0,1,0,0
West Bengal,,1800,0,0,0,0
West Bengal,4.0,2500,1,0,0,0
West Bengal,3.0,3000,0,0,1,0
West Bengal,,5500,0,0,0,0
West Bengal,3.0,4500,0,0,1,0
West Bengal,,4500,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,3.0,1050,0,0,1,0
West Bengal,,1050,0,0,0,0
West Bengal,1.0,3000,0,0,1,0
West Bengal,,3000,0,0,0,0
West Bengal,4.0,5000,0,0,1,0
West Bengal,,5000,0,0,0,0
West Bengal,4.0,5000,0,0,1,0
West Bengal,,5000,0,0,0,0
West Bengal,1.0,30000,0,1,0,0
West Bengal,,30000,0,0,0,0
West Bengal,5.0,70000,0,0,1,0
West Bengal,,70000,0,0,0,0
West Bengal,4.0,30000,0,1,0,0
West Bengal,,30000,0,0,0,0
West Bengal,5.0,50000,0,0,1,0
West Bengal,,50000,0,0,0,0
West Bengal,2.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,1.0,3000,0,0,1,0
West Bengal,,3000,0,0,0,0
West Bengal,4.0,8000,0,1,0,0
West Bengal,2.0,2000,0,0,1,0
West Bengal,,10000,0,0,0,0
West Bengal,3.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,3.0,800,0,0,1,0
West Bengal,,800,0,0,0,0
West Bengal,4.0,10500,0,0,1,0
West Bengal,4.0,3500,0,0,1,0
West Bengal,2.0,550,0,0,1,0
West Bengal,,14550,0,0,0,0
West Bengal,4.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,4.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,3.0,25000,0,1,0,0
West Bengal,,25000,0,0,0,0
West Bengal,5.0,300000,0,0,0,1
West Bengal,,300000,0,0,0,0
West Bengal,5.0,3200,0,1,0,0
West Bengal,,3200,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,3.0,10000,0,1,0,0
West Bengal,,12000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,3000,0,0,1,0
West Bengal,,3000,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,2.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,1.0,2000,0,0,1,0
West Bengal,,2000,0,0,0,0
West Bengal,1.0,1000,0,0,1,0
West Bengal,,1000,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,2.0,700,0,0,1,0
West Bengal,,700,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,2.0,2000,0,0,1,0
West Bengal,3.0,2000,0,0,1,0
West Bengal,,4000,0,0,0,0
West Bengal,2.0,10000,0,0,1,0
West Bengal,,10000,0,0,0,0
West Bengal,1.0,2500,0,0,1,0
West Bengal,,2500,0,0,0,0
West Bengal,3.0,3500,0,0,1,0
West Bengal,,3500,0,0,0,0
West Bengal,1.0,500,0,0,1,0
West Bengal,,500,0,0,0,0
West Bengal,2.0,2500,0,0,1,0
West Bengal,5.0,30000,0,0,1,0
West Bengal,,32500,0,0,0,0
West Bengal,2.0,700,0,0,1,0
